region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,99.86,1470,1446,1498,98.53,101.66,1470 [1446 - 1498],99.86% [98.53% - 101.66%],1677,1565,1829,12-21-2020
2,AL- DOTHAN,93.7,159,157,163,93.03,94.98,159 [157 - 163],93.7% [93.03% - 94.98%],182,173,199,12-21-2020
5,AL- HUNTSVILLE,110.16,499,490,509,107.93,112.77,499 [490 - 509],110.16% [107.93% - 112.77%],567,525,616,12-21-2020
6,AL- MOBILE,92.01,296,288,302,91.59,92.22,296 [288 - 302],92.01% [91.59% - 92.22%],343,331,349,12-21-2020
7,AL- MONTGOMERY,99.47,264,260,271,97.72,101.15,264 [260 - 271],99.47% [97.72% - 101.15%],301,274,327,12-21-2020
9,AL- TUSCALOOSA,103.75,209,204,214,101.14,105.85,209 [204 - 214],103.75% [101.14% - 105.85%],237,211,258,12-21-2020
11,AZ- MESA,128.64,853,833,872,123.89,133.33,853 [833 - 872],128.64% [123.89% - 133.33%],963,869,1056,12-21-2020
12,AZ- PHOENIX,113.66,2261,2205,2318,110.14,117.14,2261 [2205 - 2318],113.66% [110.14% - 117.14%],2550,2283,2813,12-21-2020
14,AZ- SUN CITY,100.99,152,148,155,98.89,103.09,152 [148 - 155],100.99% [98.89% - 103.09%],170,153,187,12-21-2020
15,AZ- TUCSON,112.73,726,710,741,109.64,115.62,726 [710 - 741],112.73% [109.64% - 115.62%],826,748,899,12-21-2020
16,AR- FORT SMITH,89.91,111,109,112,88.67,90.38,111 [109 - 112],89.91% [88.67% - 90.38%],127,111,133,12-21-2020
18,AR- JONESBORO,90.95,84,83,86,90.62,91.5,84 [83 - 86],90.95% [90.62% - 91.5%],99,96,104,12-21-2020
19,AR- LITTLE ROCK,91.24,572,559,584,90.19,92.21,572 [559 - 584],91.24% [90.19% - 92.21%],649,588,705,12-21-2020
21,AR- SPRINGDALE,101.85,203,199,208,100.06,103.94,203 [199 - 208],101.85% [100.06% - 103.94%],231,212,253,12-21-2020
22,AR- TEXARKANA,86.84,49,47,52,86.22,87.35,49 [47 - 52],86.84% [86.22% - 87.35%],67,61,72,12-21-2020
