region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.12,294,285,307,84.87,85.35,294 [285 - 307],85.12% [84.87% - 85.35%],432,411,452,10-06-2020
2,AL- DOTHAN,90.32,91,86,96,88.81,90.77,91 [86 - 96],90.32% [88.81% - 90.77%],137,117,143,10-06-2020
5,AL- HUNTSVILLE,85.21,70,68,72,85.05,85.43,70 [68 - 72],85.21% [85.05% - 85.43%],98,95,102,10-06-2020
6,AL- MOBILE,86.65,153,147,160,85.6,87.84,153 [147 - 160],86.65% [85.6% - 87.84%],190,160,224,10-06-2020
7,AL- MONTGOMERY,83.75,35,33,38,83.56,83.95,35 [33 - 38],83.75% [83.56% - 83.95%],58,55,61,10-06-2020
9,AL- TUSCALOOSA,92.93,104,99,112,90.02,97.13,104 [99 - 112],92.93% [90.02% - 97.13%],129,100,171,10-06-2020
11,AZ- MESA,84.44,57,55,59,83.94,84.65,57 [55 - 59],84.44% [83.94% - 84.65%],88,78,92,10-06-2020
12,AZ- PHOENIX,83.37,183,177,190,82.97,83.51,183 [177 - 190],83.37% [82.97% - 83.51%],255,225,266,10-06-2020
14,AZ- SUN CITY,81.85,8,7,9,81.6,81.85,8 [7 - 9],81.85% [81.6% - 81.85%],15,13,15,10-06-2020
15,AZ- TUCSON,83.41,55,52,57,83.17,83.65,55 [52 - 57],83.41% [83.17% - 83.65%],86,80,92,10-06-2020
16,AR- FORT SMITH,85.85,56,55,58,85.15,86.56,56 [55 - 58],85.85% [85.15% - 86.56%],75,66,84,10-06-2020
18,AR- JONESBORO,87.08,49,48,51,87.08,87.08,49 [48 - 51],87.08% [87.08% - 87.08%],64,64,64,10-06-2020
19,AR- LITTLE ROCK,84.26,192,187,202,83.81,85.25,192 [187 - 202],84.26% [83.81% - 85.25%],246,220,303,10-06-2020
21,AR- SPRINGDALE,88.61,68,66,70,88.23,89.08,68 [66 - 70],88.61% [88.23% - 89.08%],91,87,96,10-06-2020
22,AR- TEXARKANA,83.27,24,22,25,82.14,83.67,24 [22 - 25],83.27% [82.14% - 83.67%],32,21,36,10-06-2020
23,CA- ORANGE CO.,82.3,123,119,127,82.09,82.5,123 [119 - 127],82.3% [82.09% - 82.5%],176,160,191,10-06-2020
25,CA- BAKERSFIELD,82.52,58,56,61,82.41,82.68,58 [56 - 61],82.52% [82.41% - 82.68%],91,87,97,10-06-2020
31,CA- CHICO,82.19,14,13,14,82.19,82.34,14 [13 - 14],82.19% [82.19% - 82.34%],14,14,15,10-06-2020
33,CA- CONTRA COSTA CO.,83.44,49,47,50,83.25,83.79,49 [47 - 50],83.44% [83.25% - 83.79%],69,65,76,10-06-2020
43,CA- FRESNO,85.08,74,71,77,84.73,85.34,74 [71 - 77],85.08% [84.73% - 85.34%],116,108,122,10-06-2020
56,CA- LOS ANGELES,83.17,580,563,603,82.89,83.44,580 [563 - 603],83.17% [82.89% - 83.44%],786,717,852,10-06-2020
58,CA- MODESTO,82.68,29,27,30,82.56,83.03,29 [27 - 30],82.68% [82.56% - 83.03%],46,44,52,10-06-2020
62,CA- NAPA,83.61,14,13,14,83.61,83.61,14 [13 - 14],83.61% [83.61% - 83.61%],21,21,21,10-06-2020
65,CA- ALAMEDA CO.,81.81,41,39,43,81.6,82.01,41 [39 - 43],81.81% [81.6% - 82.01%],61,54,68,10-06-2020
69,CA- PALM SPR/RANCHO MIR.,82.75,21,20,22,82.66,82.94,21 [20 - 22],82.75% [82.66% - 82.94%],29,28,31,10-06-2020
73,CA- REDDING,84.07,38,36,39,83.51,84.81,38 [36 - 39],84.07% [83.51% - 84.81%],44,38,52,10-06-2020
77,CA- SACRAMENTO,82.7,72,70,76,82.45,82.84,72 [70 - 76],82.7% [82.45% - 82.84%],129,117,136,10-06-2020
78,CA- SALINAS,85.42,31,30,32,85.17,85.93,31 [30 - 32],85.42% [85.17% - 85.93%],43,41,47,10-06-2020
79,CA- SAN BERNARDINO,85.31,227,221,234,85.02,85.53,227 [221 - 234],85.31% [85.02% - 85.53%],307,290,320,10-06-2020
80,CA- SAN DIEGO,83.75,191,183,199,83.31,84.27,191 [183 - 199],83.75% [83.31% - 84.27%],264,233,300,10-06-2020
81,CA- SAN FRANCISCO,81.38,49,48,50,81.26,81.54,49 [48 - 50],81.38% [81.26% - 81.54%],70,64,78,10-06-2020
