region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,83.3,420,388,478,81.79,86.13,420 [388 - 478],83.3% [81.79% - 86.13%],279,151,518,01-26-2021
2,AL- DOTHAN,83.77,70,63,82,81.51,87.0,70 [63 - 82],83.77% [81.51% - 87.0%],50,20,93,01-26-2021
5,AL- HUNTSVILLE,82.02,54,49,59,80.96,83.14,54 [49 - 59],82.02% [80.96% - 83.14%],38,18,59,01-26-2021
6,AL- MOBILE,85.32,228,210,257,82.84,89.49,228 [210 - 257],85.32% [82.84% - 89.49%],152,81,271,01-26-2021
7,AL- MONTGOMERY,92.87,318,296,357,87.31,103.54,318 [296 - 357],92.87% [87.31% - 103.54%],199,113,364,01-26-2021
9,AL- TUSCALOOSA,84.01,60,55,71,82.2,88.32,60 [55 - 71],84.01% [82.2% - 88.32%],40,22,83,01-26-2021
11,AZ- MESA,86.57,190,171,227,82.73,94.34,190 [171 - 227],86.57% [82.73% - 94.34%],130,54,284,01-26-2021
12,AZ- PHOENIX,83.3,355,319,417,81.33,86.75,355 [319 - 417],83.3% [81.33% - 86.75%],250,101,511,01-26-2021
14,AZ- SUN CITY,81.23,14,13,16,80.49,82.35,14 [13 - 16],81.23% [80.49% - 82.35%],10,4,19,01-26-2021
15,AZ- TUCSON,91.05,418,377,510,84.32,105.91,418 [377 - 510],91.05% [84.32% - 105.91%],279,109,654,01-26-2021
16,AR- FORT SMITH,82.73,53,47,62,81.01,85.15,53 [47 - 62],82.73% [81.01% - 85.15%],35,13,66,01-26-2021
18,AR- JONESBORO,81.11,15,13,18,80.88,82.32,15 [13 - 18],81.11% [80.88% - 82.32%],10,8,21,01-26-2021
19,AR- LITTLE ROCK,82.3,190,174,216,81.06,84.0,190 [174 - 216],82.3% [81.06% - 84.0%],133,61,231,01-26-2021
21,AR- SPRINGDALE,87.76,120,111,135,83.97,93.34,120 [111 - 135],87.76% [83.97% - 93.34%],82,42,141,01-26-2021
22,AR- TEXARKANA,83.67,46,41,53,81.53,86.02,46 [41 - 53],83.67% [81.53% - 86.02%],36,15,59,01-26-2021
23,CA- ORANGE CO.,82.76,305,282,334,81.5,84.31,305 [282 - 334],82.76% [81.5% - 84.31%],211,115,330,01-26-2021
25,CA- BAKERSFIELD,82.27,117,108,128,81.22,83.57,117 [108 - 128],82.27% [81.22% - 83.57%],82,44,129,01-26-2021
31,CA- CHICO,81.56,16,13,18,80.78,82.5,16 [13 - 18],81.56% [80.78% - 82.5%],10,5,16,01-26-2021
33,CA- CONTRA COSTA CO.,81.6,47,43,53,80.75,82.65,47 [43 - 53],81.6% [80.75% - 82.65%],32,15,53,01-26-2021
43,CA- FRESNO,82.63,85,78,94,81.27,84.16,85 [78 - 94],82.63% [81.27% - 84.16%],60,29,95,01-26-2021
56,CA- LOS ANGELES,83.99,1378,1252,1520,81.84,86.39,1378 [1252 - 1520],83.99% [81.84% - 86.39%],990,457,1586,01-26-2021
58,CA- MODESTO,81.45,32,29,38,80.64,82.56,32 [29 - 38],81.45% [80.64% - 82.56%],25,11,44,01-26-2021
62,CA- NAPA,82.41,21,19,24,81.03,84.64,21 [19 - 24],82.41% [81.03% - 84.64%],14,6,27,01-26-2021
65,CA- ALAMEDA CO.,80.65,31,27,37,80.21,81.33,31 [27 - 37],80.65% [80.21% - 81.33%],22,7,45,01-26-2021
69,CA- PALM SPR/RANCHO MIR.,83.61,51,47,55,81.99,85.22,51 [47 - 55],83.61% [81.99% - 85.22%],38,21,55,01-26-2021
73,CA- REDDING,80.83,14,13,16,80.37,81.48,14 [13 - 16],80.83% [80.37% - 81.48%],9,4,16,01-26-2021
77,CA- SACRAMENTO,81.36,93,85,105,80.67,82.34,93 [85 - 105],81.36% [80.67% - 82.34%],65,32,112,01-26-2021
78,CA- SALINAS,81.26,14,13,16,80.5,82.02,14 [13 - 16],81.26% [80.5% - 82.02%],10,4,16,01-26-2021
79,CA- SAN BERNARDINO,83.65,286,262,311,81.9,85.52,286 [262 - 311],83.65% [81.9% - 85.52%],211,110,319,01-26-2021
80,CA- SAN DIEGO,83.44,352,325,382,81.85,85.2,352 [325 - 382],83.44% [81.85% - 85.2%],242,130,366,01-26-2021
81,CA- SAN FRANCISCO,80.67,49,45,54,80.3,81.08,49 [45 - 54],80.67% [80.3% - 81.08%],34,15,55,01-26-2021
82,CA- SAN JOSE,83.37,152,139,168,81.65,85.45,152 [139 - 168],83.37% [81.65% - 85.45%],102,50,165,01-26-2021
