region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.03,120,115,126,80.85,81.11,120 [115 - 126],81.03% [80.85% - 81.11%],87,72,94,03-31-2021,projected
2,AL- DOTHAN,80.23,7,6,7,80.23,80.23,7 [6 - 7],80.23% [80.23% - 80.23%],3,3,3,03-31-2021,projected
5,AL- HUNTSVILLE,81.12,31,30,32,81.01,81.28,31 [30 - 32],81.12% [81.01% - 81.28%],21,19,24,03-31-2021,projected
6,AL- MOBILE,80.91,40,39,41,80.84,80.91,40 [39 - 41],80.91% [80.84% - 80.91%],26,24,26,03-31-2021,projected
7,AL- MONTGOMERY,81.55,42,39,43,81.29,81.68,42 [39 - 43],81.55% [81.29% - 81.68%],24,20,26,03-31-2021,projected
9,AL- TUSCALOOSA,81.3,15,14,16,81.1,81.3,15 [14 - 16],81.3% [81.1% - 81.3%],13,11,13,03-31-2021,projected
11,AZ- MESA,82.07,64,62,66,81.87,82.27,64 [62 - 66],82.07% [81.87% - 82.27%],41,37,45,03-31-2021,projected
12,AZ- PHOENIX,81.11,131,128,134,81.0,81.27,131 [128 - 134],81.11% [81.0% - 81.27%],84,76,96,03-31-2021,projected
14,AZ- SUN CITY,80.49,7,7,7,80.37,80.49,7 [7 - 7],80.49% [80.37% - 80.49%],4,3,4,03-31-2021,projected
15,AZ- TUCSON,81.43,54,52,57,81.27,81.66,54 [52 - 57],81.43% [81.27% - 81.66%],36,32,42,03-31-2021,projected
16,AR- FORT SMITH,80.23,7,7,7,80.23,80.23,7 [7 - 7],80.23% [80.23% - 80.23%],3,3,3,03-31-2021,projected
18,AR- JONESBORO,80.22,0,0,1,80.0,80.33,0 [0 - 1],80.22% [80.0% - 80.33%],2,0,3,03-31-2021,projected
19,AR- LITTLE ROCK,80.45,31,30,33,80.33,80.49,31 [30 - 33],80.45% [80.33% - 80.49%],26,19,28,03-31-2021,projected
21,AR- SPRINGDALE,81.32,28,26,28,81.32,81.51,28 [26 - 28],81.32% [81.32% - 81.51%],14,14,16,03-31-2021,projected
22,AR- TEXARKANA,80.71,11,9,12,80.71,80.71,11 [9 - 12],80.71% [80.71% - 80.71%],7,7,7,03-31-2021,projected
23,CA- ORANGE CO.,80.69,79,77,82,80.58,80.76,79 [77 - 82],80.69% [80.58% - 80.76%],53,44,58,03-31-2021,projected
25,CA- BAKERSFIELD,80.88,46,45,47,80.83,80.91,46 [45 - 47],80.88% [80.83% - 80.91%],32,30,33,03-31-2021,projected
